gene, ct.1,ct.2,ct.3,ct.4,kd.1,kd.2,kd.3
FBgn0036000,159,186,485,282,199,215,356
FBgn0036004,1482,1419,3514,1791,1385,1362,2264
FBgn0036005,111,131,274,210,122,152,221
FBgn0036007,670,709,1585,828,1277,1163,2320
FBgn0036008,87,88,228,179,71,85,210
FBgn0036018,265,274,664,448,241,259,513
FBgn0036020,187,198,458,236,194,247,323
FBgn0036028,78,92,172,129,108,119,169
FBgn0036030,288,365,729,489,328,340,615
FBgn0036032,624,610,1425,551,594,660,866
FBgn0036035,223,295,718,438,263,298,494
FBgn0036036,28,58,133,76,62,60,119
FBgn0036038,360,406,603,488,444,430,477
FBgn0036039,195,212,456,307,220,240,360
FBgn0036043,1551,1577,3863,2675,1628,1714,3040
FBgn0036052,187,191,424,243,229,259,323
FBgn0036053,1745,1933,3782,3460,1605,1742,2882
FBgn0036058,968,1104,2164,1489,1103,1218,1875
FBgn0036059,555,656,1617,919,417,490,1022
FBgn0036063,47,68,161,86,60,60,118
FBgn0036090,107,146,367,216,144,168,252
FBgn0036096,579,732,1318,934,819,934,1206
FBgn0036099,535,602,1609,796,545,711,1306
FBgn0036101,152,146,472,234,93,140,284
FBgn0036104,395,447,883,546,478,549,708
FBgn0036105,19,42,79,58,41,35,98
FBgn0036107,46,113,262,162,67,101,233
FBgn0036110,48,64,79,60,32,46,30
FBgn0036111,1746,1859,4172,2725,1902,2048,3753
FBgn0036117,86,104,231,213,100,102,262
FBgn0036118,30,59,148,74,51,53,114
FBgn0036121,795,1175,2400,1357,1018,1271,1859
FBgn0036124,494,540,1158,720,464,519,812
FBgn0036126,60,83,266,146,83,77,286
FBgn0036133,423,556,808,653,528,545,636
FBgn0036134,813,859,1652,1058,797,977,1114
FBgn0036135,259,336,418,344,333,402,343
FBgn0036136,301,371,658,426,382,460,591
FBgn0036141,724,885,1570,1333,1013,1048,1427
FBgn0036142,40,42,78,71,42,44,79
FBgn0036144,1330,1480,3342,2059,1534,1738,2550
FBgn0036147,1108,1363,2653,2050,1105,1213,1876
FBgn0036152,222,178,344,115,172,174,253
FBgn0036155,77,80,137,22,44,54,56
FBgn0036159,192,233,484,329,229,264,522
FBgn0036165,362,299,1052,435,299,311,1019
FBgn0036169,106,143,220,114,152,188,229
FBgn0036173,235,296,870,482,322,351,814
FBgn0036180,597,615,1128,815,649,693,984
FBgn0036181,30,23,121,40,21,13,42
FBgn0036184,136,169,258,244,158,188,279
FBgn0036186,82,71,170,127,90,84,154
FBgn0036187,254,269,546,431,261,256,434
FBgn0036188,187,255,421,326,257,304,398
FBgn0036191,475,503,933,707,484,485,683
FBgn0036194,667,852,1436,937,589,741,903
FBgn0036196,177,194,315,179,107,106,193
FBgn0036198,39,69,155,92,95,128,135
FBgn0036199,376,409,729,534,334,380,488
FBgn0036207,137,133,400,189,151,188,362
FBgn0036210,50,79,139,115,66,78,93
FBgn0036211,454,604,1128,881,509,576,725
FBgn0036213,11463,19852,21550,23211,16801,17607,22637
FBgn0036237,833,943,1377,969,1015,1098,1012
FBgn0036239,761,966,2016,1467,923,1035,1464
FBgn0036240,168,207,305,297,230,245,338
FBgn0036248,189,191,469,320,193,226,391
FBgn0036249,89,114,229,127,110,136,174
FBgn0036254,258,270,767,327,210,245,481
FBgn0036255,14,43,110,66,18,31,98
FBgn0036257,747,851,1768,1163,676,801,1199
FBgn0036258,2503,3241,6165,4030,3186,3929,4638
FBgn0036263,183,237,478,392,265,275,418
FBgn0036266,43,48,111,87,47,43,175
FBgn0036271,285,351,580,542,381,426,647
FBgn0036272,480,584,1131,797,789,856,1149
FBgn0036273,102,103,206,109,97,110,150
FBgn0036277,152,237,464,355,265,267,490
FBgn0036279,719,798,1399,1228,690,636,897
FBgn0036286,382,490,760,661,416,570,677
FBgn0036288,77,99,185,126,62,100,138
FBgn0036289,38,38,79,52,45,67,85
FBgn0036290,500,713,1410,864,786,965,1574
FBgn0036291,54,71,124,117,62,63,144
FBgn0036292,95,133,288,188,141,162,220
FBgn0036298,484,605,887,790,557,709,722
FBgn0036299,322,388,580,439,699,832,939
FBgn0036300,157,266,468,410,266,310,446
FBgn0036301,178,246,511,302,189,238,375
FBgn0036302,1049,1123,2178,1150,1058,1147,1444
FBgn0036305,309,342,820,454,312,377,644
FBgn0036306,116,225,448,460,171,206,473
FBgn0036309,762,778,1921,1530,685,696,2123
FBgn0036314,407,503,794,603,495,625,695
FBgn0036316,2259,2772,4359,4550,3611,3991,5843
FBgn0036317,302,342,759,464,439,496,740
FBgn0036318,1247,1413,2570,1730,1204,1334,2033
FBgn0036331,34,31,101,78,35,39,97
FBgn0036332,320,310,1009,728,277,268,989
FBgn0036333,534,571,1594,1038,634,597,1597
FBgn0036334,758,1031,2158,1175,923,1171,1376
FBgn0036335,71,86,203,158,102,121,241
FBgn0036336,186,237,417,401,245,274,367
FBgn0036337,438,555,1185,800,493,492,763
FBgn0036340,1269,1286,2390,1426,1497,1505,1890
FBgn0036341,508,611,1150,732,562,595,776
FBgn0036342,86,128,286,196,103,124,276
FBgn0036353,248,270,396,412,347,376,592
FBgn0036354,875,995,1334,1131,763,845,1030
FBgn0036356,65,98,157,120,101,132,182
FBgn0036365,620,705,1229,778,925,960,1155
FBgn0036366,104,151,257,157,122,202,211
FBgn0036368,37,56,89,53,50,57,84
FBgn0036369,139,171,355,232,162,187,297
FBgn0036372,802,912,2098,1174,1079,1155,1930
FBgn0036373,3973,3890,6950,2820,2159,2267,2259
FBgn0036374,920,886,1877,1188,1034,1103,1213
FBgn0036376,1463,1691,3230,2349,1621,1744,2451
FBgn0036381,111,113,216,82,85,131,177
FBgn0036386,153,175,450,206,159,214,354
FBgn0036395,34,53,119,38,42,51,76
FBgn0036396,62,70,153,92,65,86,112
FBgn0036397,151,158,264,247,213,242,247
FBgn0036398,4035,3132,7954,4417,3373,3270,5189
FBgn0036402,1003,1174,2093,1638,1210,1361,1886
FBgn0036405,168,242,442,288,271,299,275
FBgn0036406,62,59,181,73,63,71,131
FBgn0036423,44,71,94,102,67,71,118
FBgn0036428,122,116,361,137,89,105,253
FBgn0036433,22,22,83,37,27,26,48
FBgn0036446,338,333,797,550,375,418,788
FBgn0036448,2275,2226,5258,2969,2435,2537,4030
FBgn0036449,894,996,2480,1412,1315,1505,2473
FBgn0036450,672,802,1452,1005,843,934,1076
FBgn0036451,3304,3166,7102,2796,3173,3439,5076
FBgn0036454,709,644,1288,332,522,608,794
FBgn0036460,428,590,982,772,435,511,657
FBgn0036462,352,442,855,655,486,577,769
FBgn0036463,411,457,837,519,520,513,869
FBgn0036476,127,125,323,202,158,157,252
FBgn0036480,373,447,849,539,486,552,786
FBgn0036483,254,257,616,353,257,315,527
FBgn0036484,529,696,1324,890,693,737,996
FBgn0036486,746,752,1684,1219,844,899,1481
FBgn0036487,497,626,1131,781,667,762,985
FBgn0036488,217,275,689,353,314,340,592
FBgn0036489,249,290,558,329,297,326,385
FBgn0036493,103,101,211,98,74,107,196
FBgn0036500,248,320,580,437,275,370,475
FBgn0036501,303,413,860,612,352,346,654
FBgn0036502,91,96,218,130,85,113,197
FBgn0036505,794,1035,2405,1610,843,985,1965
FBgn0036509,732,887,1798,1379,921,995,1708
FBgn0036510,239,369,850,441,366,353,606
FBgn0036511,1592,1702,3162,2209,1699,1770,2244
FBgn0036512,228,325,553,523,321,336,569
FBgn0036514,347,400,970,563,363,397,810
FBgn0036515,377,533,993,846,544,678,868
FBgn0036516,579,747,1464,818,746,901,1110
FBgn0036518,2725,2602,6134,3269,2558,2732,4055
FBgn0036519,200,225,458,294,219,243,342
FBgn0036522,327,325,721,375,342,381,604
FBgn0036534,2052,1859,5697,3606,2266,2211,5048
FBgn0036536,93,128,270,173,98,107,175
FBgn0036537,141,222,939,529,191,188,707
FBgn0036538,119,167,612,362,153,170,559
FBgn0036545,213,256,519,363,269,297,454
FBgn0036546,132,150,265,207,190,222,295
FBgn0036549,140,184,285,180,128,176,192
FBgn0036551,64,76,143,103,77,89,107
FBgn0036556,507,546,1802,776,474,543,1377
FBgn0036557,267,366,725,423,346,358,590
FBgn0036565,551,554,1489,1250,714,719,1959
FBgn0036566,1964,2078,4061,3533,2264,2257,3775
FBgn0036567,443,524,927,666,524,620,826
FBgn0036568,188,261,545,314,335,315,398
FBgn0036569,126,138,300,250,139,128,309
FBgn0036570,214,289,547,450,317,348,522
FBgn0036571,191,193,521,355,193,199,503
FBgn0036574,448,553,1369,870,555,513,892
FBgn0036576,555,531,1295,372,279,300,460
FBgn0036579,182,198,481,310,211,235,390
FBgn0036580,173,243,487,443,250,279,522
FBgn0036581,133,193,558,292,195,182,452
FBgn0036614,194,183,454,254,195,196,359
FBgn0036615,96,128,250,212,132,191,292
FBgn0036616,84,108,181,178,47,73,99
FBgn0036620,22,26,56,25,34,46,70
FBgn0036621,1239,1273,2649,2003,1108,1267,2198
FBgn0036622,52,53,96,87,41,71,76
FBgn0036623,1528,1885,3808,2643,1847,2125,3433
FBgn0036624,515,460,1131,730,514,529,870
FBgn0036629,48,57,109,98,52,58,85
FBgn0036640,150,192,345,288,223,227,425
FBgn0036641,117,158,231,148,214,241,356
FBgn0036643,147,263,359,287,186,189,279
FBgn0036646,37,53,169,134,77,59,148
FBgn0036648,96,165,281,188,153,135,188
FBgn0036660,148,154,332,226,194,204,308
FBgn0036661,1041,1124,3140,1726,1122,1311,2225
FBgn0036662,230,280,438,428,278,319,341
FBgn0036663,6581,6979,11215,9719,4715,4827,6602
FBgn0036666,1060,1226,3322,1523,1140,1236,2203
FBgn0036667,77,116,469,193,103,116,439
FBgn0036668,1256,1371,3278,1917,1368,1436,2367
FBgn0036671,271,325,743,408,369,457,611
FBgn0036684,847,856,1944,1095,498,539,854
FBgn0036685,940,1236,2204,1286,1188,1395,1854
FBgn0036686,975,1164,2319,1635,1037,1075,1686
FBgn0036688,189,240,371,302,384,419,469
FBgn0036689,70,80,157,156,76,108,161
FBgn0036691,143,238,341,299,212,270,226
FBgn0036695,197,257,557,388,250,259,392
FBgn0036696,78,113,211,179,140,137,222
FBgn0036697,307,372,827,600,390,443,752
FBgn0036702,2006,2222,4246,2556,2705,2989,4040
FBgn0036710,508,558,1162,813,559,626,952
FBgn0036714,248,278,610,353,290,312,554
FBgn0036726,271,370,710,518,333,359,663
FBgn0036728,766,1072,2100,1765,1281,1456,1979
FBgn0036732,2064,2178,4562,2365,1471,1636,2382
FBgn0036733,312,358,656,475,381,450,521
FBgn0036734,955,961,1981,1121,935,914,1273
FBgn0036735,737,642,1715,717,620,675,1266
FBgn0036740,609,794,1328,1090,730,842,1307
FBgn0036741,686,788,1503,1450,722,771,1260
FBgn0036745,484,743,1384,1001,678,774,1433
FBgn0036746,1289,1251,2736,1240,983,1080,1625
FBgn0036749,32,38,72,51,30,29,49
FBgn0036752,3034,3287,7147,6710,5144,5460,9327
FBgn0036754,123,183,298,211,160,165,218
FBgn0036759,22,26,47,46,22,37,40
FBgn0036760,150,183,342,231,148,190,307
FBgn0036761,612,709,1515,873,682,741,1050
FBgn0036762,2075,2532,3817,3346,2197,2376,2571
FBgn0036763,319,390,659,525,391,429,573
FBgn0036764,2010,2568,3990,3928,3309,3662,5226
FBgn0036765,136,168,320,173,188,176,390
FBgn0036770,1460,1633,3742,3038,1330,1333,2639
FBgn0036771,93,136,290,177,171,156,263
FBgn0036772,537,611,1401,954,543,562,1040
FBgn0036774,299,376,682,486,343,452,491
FBgn0036775,314,445,744,392,315,401,421
FBgn0036777,36,42,122,71,41,41,68
FBgn0036801,30,32,58,45,17,17,16
FBgn0036804,82,123,235,174,141,164,269
FBgn0036805,521,603,1055,674,521,593,863
FBgn0036806,251,306,654,405,279,329,497
FBgn0036811,99,144,215,175,126,164,253
FBgn0036812,46,56,159,77,59,44,126
FBgn0036813,369,427,747,455,347,452,570
FBgn0036814,1366,1179,3611,1443,1162,1264,2316
FBgn0036815,287,382,776,561,346,366,577
FBgn0036816,2416,2950,5583,4795,2721,2951,4795
FBgn0036817,16,21,60,35,28,37,33
FBgn0036818,31,37,89,42,36,36,81
FBgn0036819,31,29,54,39,21,37,56
FBgn0036820,45,45,123,63,48,50,98
FBgn0036821,493,478,1111,254,114,147,252
FBgn0036824,2365,3060,4343,3161,1790,2165,2441
FBgn0036825,21017,28614,41279,29041,23787,26491,24237
FBgn0036826,62,115,329,157,114,124,248
FBgn0036827,182,192,438,229,184,225,373
FBgn0036828,380,400,778,547,378,431,652
FBgn0036837,48,58,143,37,52,43,60
FBgn0036838,85,80,182,156,124,100,198
FBgn0036842,701,782,1637,1320,815,933,1539
FBgn0036843,120,149,219,301,197,165,324
FBgn0036844,1130,1091,2253,1250,1167,1319,2117
FBgn0036846,268,368,704,472,311,347,495
FBgn0036847,476,637,1289,1050,667,711,1340
FBgn0036848,239,285,497,436,347,382,477
FBgn0036849,28,36,60,56,29,39,63
FBgn0036850,88,82,220,155,122,135,216
FBgn0036853,87,132,207,167,96,141,197
FBgn0036857,302,400,745,487,301,333,446
FBgn0036862,165,137,387,114,286,345,594
FBgn0036886,184,262,478,319,202,212,379
FBgn0036887,96,138,287,192,130,130,264
FBgn0036888,1034,1221,2427,1768,1221,1377,1948
FBgn0036889,56,88,206,122,91,97,165
FBgn0036891,1664,1990,4361,2724,2083,2175,3196
FBgn0036892,636,649,1522,972,722,775,1386
FBgn0036893,95,100,206,140,146,170,266
FBgn0036896,565,558,1342,662,308,343,617
FBgn0036897,190,186,403,272,201,228,461
FBgn0036900,324,360,734,517,329,404,569
FBgn0036906,24,32,70,63,32,24,81
FBgn0036908,232,261,813,454,254,259,625
FBgn0036909,27,71,163,103,73,89,183
FBgn0036911,101,125,283,204,123,171,276
FBgn0036913,1460,1496,2927,2312,1363,1570,2136
FBgn0036915,434,549,1046,675,485,542,700
FBgn0036916,114,162,332,207,160,190,243
FBgn0036918,332,471,1034,547,416,504,782
FBgn0036919,632,746,1206,837,771,909,809
FBgn0036920,127,173,329,258,174,229,292
FBgn0036921,1471,1845,4446,3402,1513,1577,3745
FBgn0036922,39,43,71,72,44,65,88
FBgn0036926,36,19,79,78,18,12,122
FBgn0036927,52,65,137,101,43,44,113
FBgn0036928,616,932,1533,1133,838,889,1609
FBgn0036929,280,318,935,581,301,310,1072
FBgn0036931,26,37,90,52,36,49,91
FBgn0036932,165,183,387,327,182,218,291
FBgn0036945,46,41,81,62,73,64,87
FBgn0036958,1216,1219,2448,1295,1233,1358,1455
FBgn0036964,102,128,318,197,152,160,292
FBgn0036967,258,333,928,547,332,361,700
FBgn0036973,114,168,336,223,129,133,236
FBgn0036974,1431,1836,3875,2369,1461,1697,2721
FBgn0036975,108,153,246,182,117,142,182
FBgn0036980,554,623,1106,745,600,705,905
FBgn0036984,57,68,106,64,81,117,142
FBgn0036985,1668,1795,5074,2020,780,821,1273
FBgn0036987,116,143,260,165,132,138,207
FBgn0036988,99,136,240,209,111,118,287
FBgn0036990,100,176,406,209,185,167,268
FBgn0036991,69,88,261,122,90,85,182
FBgn0036994,143,165,325,195,197,190,257
FBgn0036997,40,47,67,54,62,53,69
FBgn0036998,66,93,262,207,98,105,302
FBgn0036999,326,397,961,787,488,365,1453
FBgn0037000,83,147,487,56,177,106,247
FBgn0037001,1208,1566,2154,1941,1510,1665,1663
FBgn0037007,537,639,1750,821,491,577,1240
FBgn0037008,44,77,164,113,75,67,160
FBgn0037009,216,361,761,497,309,344,602
FBgn0037010,591,659,1329,981,671,721,1015
FBgn0037011,135,195,420,337,202,264,468
FBgn0037012,84,73,286,146,69,109,253
FBgn0037016,212,202,502,193,249,270,490
FBgn0037018,109,141,273,186,144,159,246
FBgn0037019,104,111,220,188,112,125,249
FBgn0037020,219,292,536,358,270,282,410
FBgn0037021,425,466,955,631,407,427,664
FBgn0037022,62,83,210,79,83,59,156
FBgn0037024,189,245,341,263,228,247,259
FBgn0037025,492,465,1628,818,629,590,1473
FBgn0037026,625,733,1418,927,760,933,1114
FBgn0037027,636,681,1551,976,707,796,1427
FBgn0037028,137,197,441,324,253,362,502
FBgn0037031,39,49,101,108,62,70,105
FBgn0037044,251,282,434,350,315,338,401
FBgn0037045,47,64,111,85,58,95,122
FBgn0037050,104,104,276,135,95,120,193
FBgn0037051,1811,2258,4122,2632,2000,2448,3031
FBgn0037057,241,288,440,402,208,242,354
FBgn0037061,60,88,303,185,99,88,255
FBgn0037063,313,410,665,550,413,462,640
FBgn0037070,128,176,323,241,153,141,296
FBgn0037071,115,178,272,260,153,177,317
FBgn0037073,637,767,1627,1143,678,706,1169
FBgn0037074,2021,2159,4938,3270,1881,1987,3315
FBgn0037076,101,136,239,193,108,126,208
FBgn0037081,401,427,1204,621,402,448,914
FBgn0037082,159,194,473,301,198,167,509
FBgn0037084,125,137,247,202,138,142,183
FBgn0037087,110,140,319,192,155,178,281
FBgn0037092,64,86,189,165,96,121,230
FBgn0037093,994,1091,2228,1418,971,1088,1615
FBgn0037094,977,1071,1964,1289,1023,1152,1382
FBgn0037098,1044,1016,2705,1804,1058,1054,1673
FBgn0037102,169,246,510,301,204,263,419
FBgn0037105,145,177,557,353,193,199,454
FBgn0037106,55,84,190,122,100,82,160
FBgn0037108,612,880,1649,1280,744,803,1380
FBgn0037109,726,791,1652,974,899,871,1272
FBgn0037110,157,191,441,263,134,200,236
FBgn0037116,392,409,918,583,363,378,577
FBgn0037117,135,120,291,191,94,125,278
FBgn0037120,396,418,938,650,402,472,801
FBgn0037121,160,242,432,281,206,234,327
FBgn0037126,26,19,50,51,28,32,72
FBgn0037130,318,337,545,395,363,375,598
FBgn0037134,64,56,188,81,80,82,142
FBgn0037135,3184,3760,5401,4417,3840,4286,4589
FBgn0037137,1867,1893,3766,2661,1982,1951,2704
FBgn0037138,591,662,1555,1030,756,846,1371
FBgn0037141,217,265,628,334,279,263,512
FBgn0037142,288,328,682,501,355,365,612
FBgn0037144,40,46,81,108,33,55,64
FBgn0037149,120,160,287,212,182,223,310
FBgn0037150,122,156,390,231,119,172,324
FBgn0037151,63,102,193,137,109,132,186
FBgn0037153,47,38,111,62,158,160,306
FBgn0037156,113,150,248,153,152,190,161
FBgn0037182,995,1186,2303,1461,1089,1197,1649
FBgn0037183,39,71,108,65,46,53,70
FBgn0037184,71,95,173,133,97,87,168
FBgn0037185,99,133,199,156,99,129,154
FBgn0037188,267,222,523,324,249,284,417
FBgn0037199,135,195,494,249,155,183,333
FBgn0037200,156,163,308,219,161,210,306
FBgn0037202,194,275,464,290,295,315,442
FBgn0037203,23,18,51,50,33,35,57
FBgn0037205,345,367,869,628,379,384,712
FBgn0037206,353,427,928,496,474,470,738
FBgn0037207,2517,2771,5561,3529,2465,2717,4321
FBgn0037212,34,23,104,86,22,31,109
FBgn0037213,318,288,619,527,451,575,726
FBgn0037215,3225,3971,7495,5743,3385,3576,5862
FBgn0037217,48,41,63,43,33,48,48
FBgn0037218,1416,1524,3245,2345,1633,1753,2698
FBgn0037220,987,1210,2104,1586,1155,1287,1629
FBgn0037222,241,288,619,321,154,196,333
FBgn0037223,22,27,68,41,4,7,8
FBgn0037225,39,57,125,57,58,55,108
FBgn0037228,6398,8665,19368,12859,9282,10025,20158
FBgn0037229,19,40,67,37,23,26,73
FBgn0037231,327,410,951,426,328,414,625
FBgn0037232,156,195,383,319,147,178,338
FBgn0037234,385,394,1044,625,451,493,951
FBgn0037235,302,407,1014,719,376,457,913
FBgn0037236,597,721,1555,1173,692,759,1443
FBgn0037239,609,760,1463,975,392,421,603
FBgn0037240,974,975,2666,1375,1469,1628,3011
FBgn0037241,337,437,897,707,444,511,772
FBgn0037242,397,437,829,573,469,464,795
FBgn0037244,160,224,460,289,198,215,344
FBgn0037248,1158,1230,3339,2181,1122,1156,2355
FBgn0037249,6798,7682,12298,9347,7708,7748,10009
FBgn0037250,127,185,372,235,183,178,313
FBgn0037251,107,168,252,233,208,198,294
FBgn0037252,1173,1233,2732,1789,1396,1481,2044
FBgn0037255,877,956,1897,873,919,1018,1412
FBgn0037261,1025,1040,2062,1504,1188,1183,1807
FBgn0037262,332,404,973,544,501,496,757
FBgn0037265,101,114,292,146,96,126,199
FBgn0037270,3498,4755,7748,5170,4557,4868,5346
FBgn0037279,669,731,1495,1382,706,710,1451
FBgn0037282,571,616,1090,875,649,714,990
FBgn0037290,8,12,22,31,93,102,196
FBgn0037293,475,596,1050,750,490,540,901
FBgn0037297,193,247,466,288,208,263,392
FBgn0037298,846,980,1674,1143,1104,1243,1485
FBgn0037299,282,355,759,445,313,357,626
FBgn0037301,543,632,1294,955,723,767,1277
FBgn0037305,288,431,661,609,409,495,855
FBgn0037312,1137,1448,2235,1616,1348,1583,1432
FBgn0037313,899,1244,1845,1567,963,1160,1302
FBgn0037315,1458,1597,2938,1626,1529,1721,2337
FBgn0037317,75,135,338,158,117,140,192
FBgn0037327,2591,3016,6093,3920,2911,3209,4318
FBgn0037328,13533,17671,32792,16554,15525,16129,17502
FBgn0037329,382,483,785,527,431,472,510
FBgn0037330,213,260,529,421,325,357,487
FBgn0037332,272,302,664,471,323,357,578
FBgn0037336,969,1019,2160,1444,998,990,1810
FBgn0037338,143,170,420,262,176,159,391
FBgn0037339,676,835,1688,1002,889,925,1498
FBgn0037340,85,125,244,152,154,145,202
FBgn0037341,147,188,398,299,180,188,231
FBgn0037342,239,278,527,400,291,320,414
FBgn0037344,2953,2687,7048,3437,2952,3062,4689
FBgn0037345,66,77,244,117,81,101,252
FBgn0037347,162,211,433,289,171,218,381
FBgn0037350,66,69,215,118,70,63,125
FBgn0037351,25062,35931,50307,35631,32593,33925,29524
FBgn0037354,312,354,561,437,332,386,412
FBgn0037356,138,159,258,212,230,224,263
FBgn0037358,435,550,998,914,562,558,970
FBgn0037359,78,108,216,208,124,159,226
FBgn0037360,1209,1489,2474,1701,1379,1596,1984
FBgn0037363,1285,1300,2816,1665,1079,1255,1941
FBgn0037364,210,253,595,398,305,296,554
FBgn0037368,35,55,113,64,55,49,87
FBgn0037369,141,169,386,284,264,261,423
FBgn0037370,307,401,759,537,443,493,666
FBgn0037371,525,607,1264,905,626,702,1183
FBgn0037372,128,165,320,274,183,181,298
FBgn0037374,634,742,1428,1334,784,840,1336
FBgn0037375,27,44,64,34,29,30,23
FBgn0037376,670,792,1704,1171,691,778,1408
FBgn0037377,244,308,536,428,251,266,442
FBgn0037378,234,297,529,480,323,365,496
FBgn0037379,616,640,1409,887,635,636,1127
FBgn0037382,312,445,923,546,460,477,791
FBgn0037383,120,135,249,187,141,145,189
FBgn0037384,120,144,277,248,144,188,317
FBgn0037391,861,1048,1727,1129,1015,1158,1331
FBgn0037405,17,42,61,33,30,49,60
FBgn0037429,82,101,173,120,114,101,134
FBgn0037435,63,74,166,112,82,93,176
FBgn0037439,665,773,1749,1074,698,802,1384
FBgn0037440,140,176,310,279,195,186,332
FBgn0037442,1649,1908,3825,2498,1730,2070,2934
FBgn0037443,1154,1204,2379,929,1133,1147,1673
FBgn0037445,998,943,2353,1221,826,769,1321
FBgn0037446,602,735,1515,812,651,749,974
FBgn0037465,237,346,511,465,369,399,531
FBgn0037466,382,400,893,561,352,407,706
FBgn0037467,430,563,1054,783,616,666,842
FBgn0037468,1204,1563,4133,2704,3005,3016,6722
FBgn0037469,103,145,259,186,162,137,221
FBgn0037470,582,639,1321,851,671,821,1376
FBgn0037472,150,195,290,228,209,195,292
FBgn0037473,154,145,399,254,167,190,295
FBgn0037478,160,205,423,254,230,230,274
FBgn0037481,107,126,250,231,138,148,230
FBgn0037482,536,635,1195,848,642,671,829
FBgn0037489,405,472,1160,784,504,530,906
FBgn0037490,29,30,101,41,52,55,86
FBgn0037491,92,113,250,164,99,105,172
FBgn0037492,28,29,61,60,26,44,46
FBgn0037504,138,201,494,271,164,227,402
FBgn0037513,30,47,77,70,31,34,52
FBgn0037515,481,603,1109,607,544,555,780
FBgn0037518,110,127,312,179,176,193,267
FBgn0037526,107,124,241,203,117,118,243
FBgn0037529,263,295,739,381,309,356,549
FBgn0037530,2084,2326,4323,3799,2167,2301,3228
FBgn0037531,164,163,397,241,204,197,438
FBgn0037533,2747,3308,6243,4374,3321,3699,5101
FBgn0037535,58,83,186,148,68,70,161
FBgn0037536,631,749,1515,976,663,759,1497
FBgn0037537,458,578,1158,719,574,701,969
